gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
Male,1,Yes,No,44,Yes,No,No,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),104.5272903038576,4599.2
Female,0,No,No,8,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,84.88579914715571,679.09
Female,0,No,No,68,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,23.69178564179467,1611.04
Male,0,Yes,No,60,Yes,Yes,No,No,No,No,No,No,Yes,Two year,No,Electronic check,93.7558375599167,5625.35
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,95.23738302161637,6857.09
Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,83.35994952217683,583.52
Male,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Electronic check,83.25039681859904,5994.03
Female,0,Yes,Yes,12,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,111.0895403908277,1333.07
Female,0,Yes,Yes,65,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.221995306696932,1509.43
Female,0,Yes,Yes,33,Yes,No,No,No,Yes,No,No,No,No,Two year,No,Electronic check,56.739499350206344,1872.4
Female,0,Yes,No,58,No,No phone service,No,Yes,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),58.1701781344519,3373.87
Male,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,49.62007553737666,248.1
Male,0,No,No,18,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),26.82240661429529,482.8
Male,0,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,111.89478809950417,4252.0
Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,82.77925606778815,331.12
Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.3715325486552,723.34
Male,0,No,No,52,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),115.91194683402162,6027.42
Female,0,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,76.01770236920066,304.07
Male,0,Yes,No,62,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,64.46515332126761,3996.84
Female,0,Yes,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,120.0,8640.0
Male,0,Yes,No,55,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),93.2992143214751,5131.46
Male,0,Yes,Yes,72,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,120.0,8640.0
Female,1,No,No,25,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,120.0,3000.0
Male,0,No,No,62,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),120.0,7440.0
Male,0,Yes,Yes,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.05971172936757,0.0
Male,0,Yes,Yes,66,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,90.46448823706858,5970.66
Female,0,Yes,Yes,55,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),84.11096498287864,4626.1
Male,1,Yes,No,48,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,115.38062304885756,5538.27
Female,1,No,No,29,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,107.73976607556433,3124.45
Female,0,No,No,23,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,69.45633032652246,1597.5
Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,87.01758412218376,609.12
Female,0,No,No,7,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),80.81989419498991,565.74
Female,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Mailed check,59.76137485963008,119.52
Male,0,Yes,No,55,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,22.50116384247012,1237.56
Female,0,Yes,No,72,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,115.94413176677128,8347.98
Male,0,No,No,10,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),22.57179814944092,225.72
Male,0,Yes,No,13,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),40.57760291258278,527.51
Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,120.0,8640.0
Female,0,No,No,31,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),113.90242212293775,3530.98
Male,0,No,No,12,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,49.169533042471265,590.03
Male,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),89.21268977865533,981.34
Male,0,Yes,Yes,49,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,95.1563381307714,4662.66
Male,0,Yes,No,65,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,120.0,7800.0
Male,0,No,No,33,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),87.96694928489761,2902.91
Female,0,No,No,28,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),22.630803240013655,633.66
Female,0,No,No,21,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,84.11156974114067,1766.34
Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.908684398709987,2225.43
Female,0,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),85.7692652288349,771.92
Female,0,No,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,103.16702316667934,7221.69
Male,0,Yes,Yes,61,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,93.65433026666106,5712.91
Male,0,No,No,17,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,120.0,2040.0
Male,1,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,109.16148956438873,7859.63
Female,0,Yes,No,21,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,89.33099033318136,1875.95
Male,0,No,No,0,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.47816544059366,0.0
Male,0,No,No,17,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),97.6894464077207,1660.72
Female,0,Yes,No,8,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,87.83893590296381,702.71
Female,0,No,No,46,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),73.75601341382314,3392.78
Male,1,Yes,No,16,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),107.1838180124613,1714.94
Female,1,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),120.0,6000.0
Male,0,No,No,0,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,100.99719949341421,0.0
Female,0,Yes,Yes,50,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.66446138786115,1033.22
Male,0,Yes,Yes,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.51222856547793,612.1
Female,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,80.68015202565881,5808.97
Male,0,No,No,37,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),95.51430881530626,3534.03
Female,1,Yes,No,16,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),93.12682543070632,1490.03
Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,120.0,8280.0
Female,0,No,No,11,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.278062381480076,586.06
Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),120.0,8400.0
Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,29.012054232386834,290.12
Male,0,No,No,5,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.647380893813402,103.24
Male,0,Yes,No,27,Yes,Yes,No,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,66.59029225549105,1797.94
Female,0,Yes,Yes,64,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.57395594970349,1508.73
Male,0,No,No,59,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),77.38501665270508,4565.72
Female,1,No,No,0,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,28.577195887606173,0.0
Male,0,No,No,44,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,99.41043525057069,4374.06
Female,0,Yes,No,71,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),31.33308468671986,2224.65
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,76.65913517066555,5519.46
Male,0,No,Yes,55,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.860834305745772,1587.35
Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.65888309417135,135.95
Male,0,No,No,18,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,81.16555842233828,1460.98
Male,1,Yes,No,2,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),89.7709834277424,179.54
Female,0,Yes,Yes,49,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,75.0086138216221,3675.42
Female,0,Yes,No,55,Yes,No,No,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,62.507037178271474,3437.89
Female,1,No,No,4,Yes,No,No,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),90.09173303364271,360.37
Male,0,Yes,Yes,26,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,40.49172307060628,1052.78
Male,0,Yes,No,32,No,No phone service,No,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,30.166591608434477,965.33
Female,0,No,No,16,Yes,No,No,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),101.24212843050536,1619.87
Male,1,No,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),53.35877782249354,320.15
Female,0,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.78019850382467,0.0
Male,0,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),120.0,6720.0
Male,0,No,No,21,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.297817612624826,510.25
Female,0,Yes,No,66,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,70.62006233076958,4660.92
Female,0,No,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),67.29130497318609,1682.28
Female,1,No,No,48,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.338106054193705,976.23
Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,95.23631604375535,285.71
Female,1,No,No,29,Yes,Yes,No,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,74.35845719095815,2156.4
Female,0,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,118.36162784766603,4852.83
Female,0,Yes,No,72,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,120.0,8640.0
Male,0,Yes,Yes,46,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),69.31488816066773,3188.48
Female,0,No,No,14,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),102.19041874507425,1430.67
Male,0,No,No,18,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,100.35201114615177,1806.34
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,50.156674617388276,50.16
Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,110.87027738726229,665.22
Female,0,No,No,0,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.469185760803338,0.0
Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),60.53603911627455,423.75
Male,0,No,No,53,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.731430211423284,1257.77
Male,0,Yes,Yes,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,54.47233122464423,0.0
Male,0,No,No,27,Yes,Yes,No,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,96.54519783520111,2606.72
Female,0,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),97.10289416076503,2233.37
Male,0,No,Yes,63,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,48.0800547612613,3029.04
Female,0,No,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,120.0,7920.0
Female,0,No,No,50,Yes,Yes,No,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,96.9076747826877,4845.38
Female,0,Yes,Yes,12,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,94.23620469186483,1130.83
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,112.41683209773477,8094.01
Female,1,No,No,37,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,108.13722454057886,4001.08
Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,107.3713369691171,7730.74
Male,0,No,No,19,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.015994461395096,437.3
Female,1,Yes,No,42,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),114.68755137743659,4816.88
Female,0,Yes,Yes,51,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,55.80345130330507,2845.98
Female,0,No,No,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,61.26871121156945,367.61
Female,0,Yes,Yes,51,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65712516266726,1053.51
Male,0,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),22.234367092410046,88.94
Male,0,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),98.60560253355126,6606.58
Female,0,No,No,19,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),62.61393220297369,1189.66
Male,0,Yes,Yes,33,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.279816201236944,735.23
Male,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,48.908977424740165,440.18
Female,0,No,No,43,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,96.50590184984522,4149.75
Male,0,Yes,Yes,67,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,59.0949394505499,3959.36
Female,0,Yes,No,67,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.557379570940114,2047.34
Male,1,No,No,26,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,82.38106416423548,2141.91
Male,0,No,No,16,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,107.45645330024003,1719.3
Male,0,No,No,6,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,68.59732491278054,411.58
Male,0,Yes,Yes,72,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,84.51170846234076,6084.84
Female,0,Yes,No,47,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.19457213320543,949.14
Male,0,No,No,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),50.72693094232824,0.0
Female,0,Yes,No,57,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,107.49034536776189,6126.95
Male,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),119.9717410978637,8637.97
Male,1,Yes,No,72,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,96.30158162215828,6933.71
Female,0,No,No,20,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),22.216529173536607,444.33
